Argument ID,Worker ID,Premise,simplified_Value_lvl2_ann
A22289,W024,they prevent people from being able to express their opinions that might bother someone,"[0, 0, 0, 0, 1, 0, 1, 0]"
A22303,W024,freedom to choose a religion is a human right,"[0, 1, 0, 0, 0, 0, 1, 1]"
A22331,W024,"given proper regulation, payday loans can offer a useful way for people to ease financial strain.","[1, 1, 0, 1, 1, 0, 0, 0]"
A22333,W024,it is helpful for the judiciary to take public action should they wish to do so as it demonstrates that they are human.,"[1, 0, 0, 0, 1, 1, 1, 1]"
A22334,W024,schools need to use financial resources on higher priority courses of study.,"[0, 0, 0, 0, 0, 0, 0, 1]"
A22341,W024,holocaust denial should be a criminal offence when a group or a person cause chaos where it cant lead up to murder so what better way is to make it as a criminal offence so no one dare to promote it,"[0, 0, 1, 1, 0, 0, 0, 0]"
A22342,W024,"Children identified as ""slow"" or ""learning disabled"" are often put in special classes with lighter workloads, teachers expect less of them, and they end up far behind their peers.","[1, 0, 0, 0, 0, 1, 0, 0]"
A22343,W024,"factory farming conditions are usually horrible, with animals treated badly and disease running rampant","[1, 1, 1, 0, 0, 0, 0, 1]"
A22344,W024,We should subsidize vocational education because there is a compelling state interest in a more skilled workforce.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A22345,W024,"if democrats think minors should be allowed to vote, they should be allowed to get cosmetic surgery if they choose to","[1, 0, 0, 0, 1, 0, 1, 0]"
A22351,W024,the right to keep and bear arms is putting everyone in danger and making mass-shootings more easily done.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A22352,W024,targeted killing shouldnt be banned if its used in the right context as in the case of terrorists who might be killing innocent people,"[1, 0, 1, 0, 0, 0, 0, 0]"
A22353,W024,Many child actors are put under a huge amount of pressure to perform well and can be denied most of their childhood by unscrupulous adults that only want to profit from their talents.,"[1, 0, 0, 1, 1, 1, 1, 0]"
A22354,W024,Legalizing prostitution will help destigmatize sex in society more broadly and allow people to feel individually empowered.,"[0, 0, 0, 1, 1, 1, 0, 0]"
A22368,W024,private military companies are needed to provide security when the military can not do the job,"[1, 0, 1, 0, 1, 0, 0, 0]"
A22369,W024,it should be banned because it forces people to believe in the church,"[1, 0, 0, 0, 1, 0, 1, 1]"
A22370,W024,entrapment should be legal because it catches criminals that were already looking to commit the crime anyway.,"[0, 0, 1, 0, 0, 0, 1, 0]"
A22386,W024,Compulsory voting should be introduced to ensure that the results of elections are completely representative of the population.,"[1, 0, 1, 0, 0, 1, 0, 0]"
A22387,W024,we should not ban whaling because it provides jobs and food for people.,"[1, 1, 0, 1, 1, 0, 0, 0]"
A22388,W024,entrapment is sometimes the only way to catch someone,"[0, 0, 1, 1, 0, 1, 0, 0]"
A22391,W024,it needs money and is used by many people.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A22392,W024,fast food is convenient food and cheap,"[0, 1, 0, 1, 1, 0, 0, 0]"
A22393,W024,cloning is controversial and it is against religious ethics,"[0, 1, 0, 1, 0, 0, 0, 1]"
A22394,W024,i think that we shouldn't ban private military companies for national security,"[0, 0, 1, 0, 0, 0, 0, 1]"
A22401,W024,"a bad score in an intelligence test is a blow to people sense of worth, hurting not only their feeling's but also this society's development.","[0, 1, 1, 0, 0, 0, 0, 0]"
A22402,W024,everyone is entitled to chose how to not just live but also end their life.,"[0, 1, 0, 1, 1, 0, 1, 0]"
A22403,W024,every judge is trusted to give their own interpretation of the constitution; there is no way to prevent implicit biases from coming up in their decisions.,"[0, 1, 0, 0, 1, 1, 1, 1]"
A22404,W024,we should ban factory farming because it is cruel to animals and the quality is questionable at best.,"[1, 1, 0, 0, 0, 0, 0, 1]"
A22405,W024,we should not ban cosmetic surgery for minors because sometimes they need it if they were in accidents or born deformed,"[0, 1, 0, 1, 1, 0, 1, 0]"
A22408,W024,adopting a zero tolerance rule in schools is good for safety.,"[0, 0, 1, 1, 0, 0, 0, 0]"
A22416,W024,the right to bear arms is enshrined in the second amendment and must not be violated,"[0, 1, 0, 0, 1, 0, 1, 0]"
A22421,W024,wikipedia has no source of funding and subsidizing it will let it keep providing information,"[1, 0, 1, 0, 0, 0, 1, 1]"
A22422,W024,there is too much focus on academic qualifications leading to thousands gaining qualifications that do not get them anywhere. a focus needs to be placed on vocational education,"[1, 0, 1, 1, 0, 0, 0, 1]"
A22423,W024,If Wikipedia were subsidized it would be less objective by being accountable to a single funding source.,"[1, 0, 1, 1, 0, 0, 0, 0]"
A22426,W024,they hold a very high title to which they agreed to be held by all rules.,"[0, 1, 0, 0, 0, 0, 0, 1]"
A22431,W024,"companies invest billions into research, if there are no rights it would dissuade companies from conducting research in the first place.","[0, 1, 1, 0, 0, 0, 0, 0]"
A22432,W024,safe places don't allow people to develop the conflict resolution abilities they may need later in life.  it allows one to hide away instead.,"[1, 0, 0, 0, 1, 0, 0, 1]"
A22433,W024,a multi-party system makes it much more difficult to collaborate on ideas.,"[1, 1, 1, 0, 0, 0, 0, 0]"
A22436,W024,private military companies can be useful to countries who do not have their own military.,"[1, 0, 1, 0, 0, 0, 0, 1]"
A22438,W024,we should oppose collectivism because it lessens creativity and individuality.,"[0, 0, 1, 0, 0, 0, 1, 0]"
A22439,W024,"we should subsidize space exploration because we're running out of resources on earth. space is filled with infinite resources. if we're not first, other countries will benefit while we're left behind.","[0, 1, 1, 0, 0, 0, 0, 0]"
A22440,W024,cosmetic surgery is pointless and takes doctors away from other important fields such as family care,"[1, 1, 0, 0, 1, 0, 0, 0]"
A22442,W024,there should be no limits.  how are we to move forward in society if we limit the thought process of judges?,"[1, 0, 0, 0, 0, 1, 0, 0]"
A22443,W024,Three strikes laws are expensive because they increase how long people are incarcerated which must be paid for by tax payers.,"[0, 1, 1, 0, 0, 1, 0, 0]"
A22444,W024,"Guns are designed to kill people, we should be doing everything possible to destroy them and stop their production to save lives, allowing people to keep and bear arms does the absolute opposite of this.","[0, 0, 1, 1, 0, 1, 0, 1]"
A22445,W024,Whaling is an important industry in some countries for their economical stability.,"[0, 1, 1, 1, 0, 0, 0, 0]"
A23007,W024,judicial activism provides a limited view of procedure,"[0, 0, 0, 0, 0, 1, 0, 0]"
A23008,W024,the organ trade should not be legalized as it would invariably lead to targeting of the most vulnerable and least affluent of society.,"[1, 0, 1, 1, 0, 1, 0, 0]"
A23010,W024,"whaling is part of the culture of various indigenous population and should be allowed for the purpose of maintaining this tradition and way of life and sustenance, among other uses of a whale.","[0, 1, 0, 0, 1, 0, 0, 0]"
A23013,W024,it is unfair to force someone with a terminal illness to continue to suffer greatly when they are just dying anyway. the only humane and compassionate way to help them is to allow assisted suicide.,"[1, 1, 0, 1, 1, 0, 1, 0]"
A23014,W024,"Instead of banning payday loans, we should require them to assess the ability of individuals to repay, which would avoid the overarching problem of these loans creating cycles of debt.","[1, 1, 1, 1, 0, 0, 0, 1]"
A23015,W024,"freedom of speech protects everyone's speech, even those who are clearly misinformed.","[0, 0, 0, 0, 1, 0, 1, 0]"
A23016,W024,"everyone should be able to bear arms in order to protect themselves, their homes and their families.","[0, 0, 1, 0, 1, 0, 1, 0]"
A23033,W024,payday loans cost more money than its worth.,"[0, 1, 1, 1, 0, 0, 0, 0]"
A23035,W024,we should adopt gender-neutral language to make sure everyone is included,"[1, 0, 0, 0, 0, 1, 0, 0]"
A23044,W024,paying wikipedia to do what they intend to do can result in being untruthful and bias,"[0, 0, 0, 0, 0, 1, 0, 0]"
A23050,W024,pride parades offer a sense of community and support.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23053,W024,"Safe spaces create an echo chamber where only currently accepted ideas are allowed to be spoken and any dissent is blocked out, preventing change and growth.","[0, 0, 0, 0, 0, 0, 1, 0]"
A23060,W024,algorithmic trading will destroy traditional trading occupations.,"[0, 1, 1, 1, 0, 0, 0, 0]"
A23111,W024,there is no actual proof that god exists.  it is all stories passed down no matter which religion.  atheism would stop the fighting over  which religion is superior.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A23131,W024,someone who would assist another person attempt suicide should be locked up.  these people need help to be convinced that suicide is not the answer rather than assisted in their task.,"[1, 1, 0, 1, 0, 0, 0, 0]"
A23132,W024,executives who run huge profitable companies that employ many people should be highly compensated for doing so,"[0, 1, 0, 0, 0, 0, 0, 0]"
A23136,W024,mandatory use of public defenders will raise the standard of the defenders and level the playing field,"[1, 0, 0, 0, 0, 1, 0, 0]"
A23137,W024,wikipedia is an invaluable space for knowledge and should be preserved,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23138,W024,surrogacy should be banned because it could cause emotional damage to the carrier.,"[0, 1, 0, 0, 1, 0, 0, 0]"
A23140,W024,Judicial activism should be limited as there should be enough statutes of law to allow for most situations and fixed punishments are more acceptable than an individuals response to a case.,"[0, 0, 0, 1, 0, 1, 0, 0]"
A23176,W024,Subsidizing vocational education will lead to it becoming as esoteric and non-productive as liberal arts education.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A23177,W024,"children should be allowed to work in performing arts or professional sports, a ban does not make sense, nothing bad is being done","[0, 1, 0, 0, 1, 0, 1, 0]"
A23178,W024,"We should abolish safe spaces because universities and other public spaces have an obligation not to place limits on speech, even if it comes from a good place.","[0, 0, 0, 0, 1, 1, 1, 0]"
A23179,W024,"missionary work often only benefits the missionary.  those that are targeted are often left worse off after the missionary leaves, having been given a taste of first world things then left to rot","[1, 0, 0, 1, 0, 1, 0, 0]"
A23180,W024,entrapment is wrong since a person is almost coerced into committing a crime. it's cruel and wrong to trick a person into committing a crime.,"[0, 0, 1, 1, 0, 1, 0, 1]"
A23181,W024,repeat offenders need to be punished severely.,"[0, 0, 1, 0, 0, 1, 0, 0]"
A23183,W024,this is an outdated practice that has no bearing in todays world.,"[0, 0, 1, 0, 1, 0, 1, 0]"
A23201,W024,"sometimes politics becomes so corrupt and untenable, that the only way to make change in the country is through judicial activism.","[1, 0, 0, 0, 1, 1, 0, 1]"
A23202,W024,autonomous cars are not road worthy will cause more accidents due to the cars programing unable to anticipate human decisions,"[0, 1, 1, 0, 1, 0, 0, 1]"
A23203,W024,"the average person has no reason to need a firearm, and most people aren't competent enough to be trusted with something so dangerous.","[1, 0, 1, 0, 0, 1, 0, 1]"
A23204,W024,nuclear weapons are effective in creating a stand-off between counties that have them. this can result in less people dying.,"[1, 0, 1, 1, 0, 0, 0, 0]"
A23205,W024,Surrogacy should be banned as there are many children and babies who need adopting and that would be a better way for childless couples to have families.,"[1, 0, 0, 1, 1, 0, 0, 0]"
A23207,W024,we shouldn't adopt atheism because it will lead to most hostile arguments against the religious trying to shove their belief down your throat,"[0, 0, 1, 0, 1, 0, 1, 0]"
A23211,W024,"we should ban targeted killing as it is too harsh on the persons involved, put them all in a specialist jail and make them earn forgiveness","[0, 0, 1, 0, 0, 1, 0, 0]"
A23212,W024,cannabis can impair drivers and cause accidents.,"[0, 0, 1, 1, 0, 0, 0, 1]"
A23215,W024,"cosmetic surgery is dangerous to start with, why should people make such risky moves for vanitys sake?","[0, 1, 0, 1, 1, 0, 0, 0]"
A23221,W024,this would possibly eliminate the war between democrats and republicans.,"[1, 0, 1, 0, 0, 1, 1, 0]"
A23222,W024,homeschooling is an excellent alternative for children who are unable to attend normal schools for either emotional or psychological reasons.,"[1, 1, 0, 1, 1, 0, 1, 0]"
A23223,W024,the right to keep and bear arms is a constitutional right and provides comfort and safety for families who use them responsibly.,"[0, 1, 1, 0, 1, 0, 1, 1]"
A23226,W024,school uniforms place an unneeded financial burden on parents that are already paying large sums for private schools besides the fact that dress clothes are uncomfortable and add distraction to learning.,"[0, 0, 0, 1, 0, 0, 1, 0]"
A23228,W024,the war on drugs has not stopped people from using cannabis.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A23229,W024,"We should abolish the three-strikes laws because they introduce arbitrary punishment for some crimes over others, when the action was the same.","[1, 0, 0, 0, 0, 1, 0, 0]"
A23230,W024,in many cases punishment does not match crime,"[1, 0, 0, 0, 0, 1, 0, 0]"
A23240,W024,"the new generations need the opportunity to advance in their preparation, that is why if they do not have the means and the state does not provide free education then it should promote means such as loans.","[1, 1, 1, 1, 0, 0, 0, 0]"
A23241,W024,vocational education is positive but to be subsidize from the government is wrong as there is other causes which should be subsidized.,"[0, 0, 1, 0, 0, 0, 1, 0]"
A23244,W024,many people who believe that homeopathic remedies have worked for them and feel better for using them surely are better using them than prescription medication that may have unwanted side effects.,"[0, 1, 0, 0, 1, 0, 0, 0]"
A23247,W024,at this time many people are dying because they do not get an organ transplant. organ trade would incentivize people to be more prepared to have their relatives organs transplanted to save others,"[1, 1, 0, 1, 0, 0, 0, 1]"
A23248,W024,cosmetic surgery is unnecessary and does not provide health benefits,"[0, 1, 0, 0, 1, 0, 0, 1]"
A23249,W024,if television was abandoned millions of people would be made unemployed.,"[0, 1, 1, 1, 0, 0, 0, 0]"
A23260,W024,jounalism is extremely important to the general public.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A23267,W024,Homeopathic and naturalistic propaganda has spillover harms such as reducing vaccine usage.,"[0, 1, 1, 0, 0, 0, 0, 0]"
A23268,W024,compulsory voting would increase political activism,"[1, 0, 1, 0, 0, 1, 0, 1]"
A23269,W024,"millions of people depend on the television industry, abandoning it could create an economic crisis in some countries","[0, 1, 1, 1, 0, 0, 0, 0]"
A23271,W024,we should keep the right to keep and bear arms to protect ourselves from dangerous situations and to keep our homes and our families safe.,"[0, 0, 1, 0, 1, 0, 0, 0]"
A23272,W024,this breaks the separation between church and state and has got to stop.,"[0, 0, 1, 0, 0, 0, 1, 0]"
A23273,W024,Older workers have more experience and expertise than young workers.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23274,W024,nuclear weapons shouldn't exist and if used erroneously could destroy the planet,"[0, 1, 1, 0, 0, 0, 0, 0]"
A23277,W024,people with mental illnesses should have a safe place to get away from potential triggers.,"[1, 1, 0, 1, 0, 0, 0, 0]"
A23278,W024,embryonic stem cell research could help us find new solutions to health problems,"[1, 1, 0, 0, 0, 0, 0, 0]"
A23280,W024,"given a country right to security and self-preservation, a blockade could be affected in international waters. This has been practiced for some time now, including when Britain and the U.S. blockaded Germany and Japan","[0, 0, 1, 0, 1, 0, 0, 1]"
A23282,W024,wikipedia is too vulnerable to manipulation to be considered a trusted source.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A23283,W024,older employees have a wealth of knowledge and experience and forcing them to retire could put a company's productivity at risk.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A23304,W024,homeschooling is better that state education providing one-to-one learning opportunities they benefit children.,"[1, 0, 0, 0, 1, 0, 0, 0]"
A23306,W024,economic sanctions end up hurting ordinary people more than the targeted governments,"[1, 0, 1, 1, 0, 1, 0, 0]"
A23307,W024,more parties will create a more convoluted political system,"[1, 1, 1, 0, 0, 0, 0, 0]"
A23309,W024,minors are not mature enough to make such life altering decisions,"[0, 0, 0, 0, 1, 0, 0, 1]"
A23310,W024,these cars are too unpredictable and unsafe,"[0, 0, 1, 0, 0, 0, 0, 1]"
A23317,W024,if it was legal to trade organs more lives could be saved.,"[1, 1, 0, 0, 0, 1, 1, 1]"
A23318,W024,"Children do not have sufficient autonomy to make decisions about careers, they should be protected from over directing parents and hence the use of child actors should be banned.","[1, 0, 0, 0, 0, 1, 1, 1]"
A23319,W024,We should not cancel pride parades as they provide a great focal point to celebrate and help others to understand the diversity of society.,"[1, 0, 0, 0, 0, 1, 0, 0]"
A23336,W024,pride parades are important demonstrations for equal rights,"[1, 0, 0, 1, 0, 1, 0, 0]"
A23338,W024,"we should not adopt this, it would be confusing to young children. the way we've done things still works and there's no need to change it.","[1, 1, 0, 0, 1, 0, 0, 0]"
A23361,W024,vocational education should not be subsidized people should fund themselves,"[0, 0, 0, 0, 0, 0, 0, 1]"
A23362,W024,foster care provides a loving atmosphere as opposed to a group home.,"[1, 0, 0, 0, 1, 0, 0, 0]"
A23363,W024,nuclear weapons are expensive to maintain,"[0, 1, 1, 0, 0, 0, 0, 0]"
A23364,W024,i think the we shouldn't ban the use of child actors because is good for thier cultural formation,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23366,W024,we should have free and open discourse of all ideas.  intellectual property prevents this and stunts our collective growth.,"[0, 1, 0, 0, 1, 0, 1, 0]"
A23369,W024,school is for learning and teaching and anything else apart from that is just wrong.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A23371,W024,people should have the freedom to believe in a way of their choice. atheism forces people to  believe in one way and this is not the principle of freedom  the usa was founded upon.,"[0, 1, 0, 0, 1, 0, 1, 0]"
A23373,W024,"to legalize cannabis would be to tell people that it is safe to use, which is untrue, which would result in many more using it and an epidemic in psychological problems","[0, 1, 1, 1, 0, 0, 0, 1]"
A23375,W024,there is no need for gender-neutral language. someone could be an actress or an actor and can identify as either without changing the language that we use.,"[0, 1, 0, 1, 1, 0, 0, 0]"
A23386,W024,"the space exploration can be private and get money from private funds, why should we keep it?","[0, 1, 0, 0, 0, 0, 0, 0]"
A23388,W024,collectivism helps to keep everyone in line since the group can ban anyone that steps out.,"[0, 0, 0, 1, 0, 0, 0, 0]"
A23389,W024,Denying that Holocaust in front of people who were affected by it can cause severe mental/emotional trauma.,"[0, 0, 0, 1, 0, 0, 0, 0]"
A23390,W024,legalizing prostitution promotes the sex trafficking industry,"[0, 0, 1, 1, 0, 0, 0, 0]"
A23394,W024,pride parades should be permitted because all people should be allowed to celebrate what they believe in.,"[1, 0, 0, 1, 1, 1, 1, 0]"
A23397,W024,"they laws don't stop crime, they just punish people harder.","[0, 0, 1, 0, 0, 0, 0, 1]"
A23399,W024,social media can be dangerous for children and young people as it places them within the reach of unscrupulous people such as paedophiles and criminals.,"[0, 0, 1, 1, 0, 0, 0, 1]"
A23400,W024,intelligence testing can help a child receive specialized assistance if found to be of a lower iq and requiring such.,"[1, 0, 0, 0, 0, 0, 0, 1]"
A23402,W024,algorithmic trading helps people trade with a smaller risk of financial losses.,"[1, 1, 0, 0, 0, 0, 0, 1]"
A23404,W024,payday loans encourage a cycle of borrowing that is nearly impossible to break without a major and unlikely windfall.,"[1, 1, 1, 1, 0, 0, 0, 0]"
A23421,W024,this is a profession that has been going on for thousands of years so we should finally recognize it as a real job for women,"[1, 1, 0, 0, 0, 1, 0, 0]"
A23422,W024,prostitution will cause a more dangerous environment for those trying to escape and will make sex trafficking more common,"[0, 0, 1, 0, 0, 1, 0, 0]"
A23425,W024,"people should be free and open to make their own choices and if they should make any decisions that they later regret, then this will teach them important lessons for the rest of their life","[1, 0, 0, 0, 1, 0, 1, 0]"
A23426,W024,intellectual property rights stifle growth and information by stopping the free-flowing of ideas.,"[0, 0, 1, 0, 0, 0, 1, 0]"
A23429,W024,Newspapers and magazines are currently struggling and need subsidization to stay solvent.,"[1, 0, 1, 0, 0, 0, 1, 0]"
A23431,W024,wikipedia provides information that is free and easy to get on any subject,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23436,W024,"far too few people actually vote, meaning that those in government are not truly representative of the people.","[1, 0, 0, 0, 0, 1, 0, 0]"
A23439,W024,human cloning can give us medical breakthroughs,"[0, 1, 0, 0, 0, 0, 0, 0]"
A23440,W024,"We should not adopt a zero-tolerance policy in schools- children need more tolerance in their lives in order to flourish, and creating a zero-tolerance policy will cause harm and suffering.","[1, 0, 0, 0, 0, 1, 0, 0]"
A23451,W024,a multi-party system could add more complexity and create situations where issues become impossible to resolve.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A23452,W024,"evil has penetrated society, and there are times when there is no other way out to eradicate it than to resort to force, evil can not be overcome with discourses, it is necessary to fight fire with fire.","[0, 0, 1, 0, 0, 0, 0, 1]"
A23453,W024,if somebody is going to commit suicide anyway they should be able to do it safely with assistance,"[1, 0, 0, 1, 1, 0, 1, 0]"
A23454,W024,an austerity regime helps to balance the nation's budget and reduce national debt.,"[0, 1, 1, 1, 0, 0, 0, 1]"
A23455,W024,Giving a killer the death sentence will stop them  doing it again,"[0, 0, 1, 1, 0, 1, 0, 1]"
A23456,W024,Austerity regime is important for maintaining only important spending from government when their is lack of economic growth in the country. It helps in cutting useless spending and revitalize the economy,"[1, 1, 1, 0, 0, 0, 0, 0]"
A23457,W024,"Collectivism as a philosophy has historically been used to commit atrocities and silence political dissent against oppressive regimes, such as in the case of Stalin's USSR.","[0, 0, 1, 0, 0, 0, 0, 0]"
A23458,W024,"surrogacy  creates complicated mental situations for the mother and adoptive mother, using a child as a bargaining tool.","[0, 0, 0, 1, 0, 0, 0, 0]"
A23459,W024,we need these sanctions to protect our security,"[0, 0, 1, 0, 0, 0, 0, 0]"
A23460,W024,safe spaces may be the intention but people do not necessarily adhere to such titles and their would be no differentiation of a safe space vs. negative.,"[0, 0, 0, 0, 0, 0, 0, 1]"
A23471,W024,some women have no other way to support themselves and their children,"[1, 1, 0, 1, 1, 1, 0, 0]"
A23473,W024,human cloning should be banned as it is equivalent to playing god.,"[0, 0, 0, 1, 1, 0, 0, 1]"
A23474,W024,celibacy is a time honored tradition that allows priests to focus solely on their commitment to the church,"[0, 1, 0, 1, 0, 0, 0, 1]"
A23477,W024,intelligence test ensure people are competent.,"[1, 0, 0, 0, 0, 0, 0, 0]"
A23479,W024,the church of scientology is a corrupt organization that preaches extreme values and is detrimental to society.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A23480,W024,judicial activism should be limited as there are basic reasons why a law was put in place and a single judge should not be able to choose to ignore the basic law.,"[0, 0, 0, 1, 0, 1, 0, 0]"
A23489,W024,it is not right to force people that do not want to participate in voting to do so.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A23492,W024,We should adopt libertarianism because it would lead to fewer international conflicts if states were weaker.,"[0, 0, 1, 0, 0, 0, 0, 0]"
A23493,W024,we should ban the use of child actors as they should be concentrating on getting an education first,"[0, 0, 0, 1, 0, 0, 0, 0]"
A23495,W024,economic sanctions keep people from doing bad by costing them precious money,"[0, 1, 1, 1, 0, 0, 0, 0]"
A23496,W024,people should have the freedom to choose their own.,"[0, 0, 0, 0, 1, 0, 1, 0]"
A23499,W024,Fast food is a leading cause of obesity in the world and needs to be banned.,"[0, 1, 0, 0, 0, 0, 0, 0]"
A23500,W024,it would help in research for breakthroughs in health,"[1, 1, 0, 0, 0, 0, 0, 0]"
A24011,W024,legitimate prostitutes as in those not forced into the trade are hurting no one and simply providing pleasure at a cost.  pleasure that some people can't get obtain any other way.,"[1, 1, 0, 1, 1, 0, 0, 0]"
A24012,W024,"We should ban missionary work because it convinces people to abandon their culture and adopt a dominant, colonial culture instead, which damages our shared cultural heritage.","[0, 0, 0, 0, 0, 1, 1, 0]"
A24014,W024,zoos make it possible to protect endangered animals from extinction,"[1, 1, 0, 0, 0, 0, 0, 1]"
A24015,W024,vocational education helps students who don't do well in traditional education,"[1, 0, 0, 1, 0, 0, 0, 0]"
A24020,W024,"if people are undertaking criminal activities, then entrapment should be allowed so that these criminals can be caught and taken off the streets. It is their choice if they fall for the trap","[0, 0, 1, 1, 0, 1, 0, 0]"
A24026,W024,the vow of celibacy is an outdated tradition that deters otherwise eligible men from priesthood,"[0, 0, 1, 0, 0, 0, 0, 1]"
A24027,W024,"people have the right to follow whatever religion they choose, even if they worship a science fiction novel.","[0, 0, 0, 0, 1, 0, 1, 1]"
A24028,W024,"this is needed in areas where the population is unequal. when only one sex is the majority, that population would eventually cease. there wouldn't be enough mates.","[1, 0, 1, 0, 1, 1, 0, 0]"
A24030,W024,schools are part of the state system. since we have a legal obligation to keep the separation of church and state we can't allow prayer in schools as this would violate that.,"[0, 0, 0, 0, 0, 0, 1, 0]"
A24031,W024,"arguably, entrapment is a devious means to trap not only criminals but others who might be tempted by entrapment who would not otherwise have committed a crime.","[0, 0, 1, 0, 0, 1, 0, 0]"
A24032,W024,payday loans should be banned because it puts people into debt they shouldn't be in due to high interest rates,"[0, 0, 1, 1, 0, 1, 0, 0]"
A24033,W024,journalism needs diversitiy desperately because only six corporations control ninety percent of all media.,"[1, 0, 0, 0, 0, 0, 1, 0]"
A24034,W024,with the rise of racism and white supremacy we should adopt libertarianism into our society.   allowing for open borders and anyone and everyone to come here and live the life we all want.,"[1, 0, 1, 0, 1, 1, 1, 0]"
A24037,W024,many innocent people are hurt by the lack of food and essentials that are stopped by the blockade,"[1, 0, 1, 1, 1, 1, 0, 0]"
A24038,W024,children in foster care lack stability.,"[0, 1, 0, 1, 1, 0, 0, 0]"
A24039,W024,Libertarianism would lead to crumbling infrastructure without taxes to fund the government.,"[0, 1, 1, 1, 0, 0, 0, 0]"
A24042,W024,to support gay people then we should allow pride parades,"[1, 0, 0, 0, 1, 1, 0, 0]"
A24045,W024,we shouldn't prohibit school prayer as it's a human right to be able to pray,"[0, 0, 0, 0, 1, 0, 1, 0]"
A24046,W024,We should ban cosmetic surgery for minors because it sends a message to young people that conventional attractiveness is more important than health.,"[0, 1, 1, 0, 1, 0, 0, 1]"
A24048,W024,targeted killing streamlines combat operations in order to only inflict the casualties necessary.,"[1, 0, 1, 0, 0, 0, 0, 0]"
A24050,W024,we should not cancel pride parades because it would be an infingement of freedom of expression and of the right to free speech.,"[1, 0, 0, 0, 1, 1, 1, 0]"
A24061,W024,sometimes it's easier to get one's voice across if the voice is heard as a group,"[1, 0, 0, 0, 0, 0, 0, 0]"
A24063,W024,"there should not be a limit to executive compensation, they deserve to be compensated based on the profits of the company.","[1, 1, 0, 0, 0, 0, 0, 1]"
A24064,W024,"child actors miss out on growing up naturally as a child should, with proper education, stable background and without the pressures of work at a young age and so they should be banned","[0, 1, 0, 1, 0, 0, 1, 0]"
A24065,W024,"we need to remember we are talking about children not criminals, this policy is far too harsh and unnecessary. let children be children.","[1, 0, 0, 0, 0, 1, 0, 0]"
A24068,W024,cannabis should be not be legalized because it is a mind-altering drug that has many negative side effects.,"[0, 1, 1, 0, 0, 0, 0, 1]"
A24083,W024,it is inhumane and unnecessary it teaches that violence is a solution it can open the door to abuse,"[0, 0, 0, 0, 0, 1, 0, 0]"
A24085,W024,adopting a zero tolerance in schools will help reduce the amount of bullying that happens.,"[1, 0, 0, 1, 0, 1, 0, 0]"
A24103,W024,Zoos are a great way for people to learn about animals,"[0, 1, 0, 0, 0, 0, 0, 0]"
A24105,W024,we should abolish intellectual property rights as the law is very complex and it is very easy to infringe copyright.,"[1, 0, 0, 0, 0, 0, 1, 0]"
A24111,W024,people can learn a lot from doing missionary work and it can enrich their lives travelling around the world and learning about different cultures,"[0, 0, 0, 1, 0, 0, 1, 0]"
A24112,W024,whaling has been an intergral part of many cultures for centuries.,"[0, 1, 0, 0, 0, 0, 1, 0]"
A24113,W024,factory farming is necessary to sustain the current population level and is needed in order to make farming profitable at this time in history.,"[1, 1, 1, 0, 0, 0, 0, 0]"
A24114,W024,there are so many bogus cosmetic surgery out there that it needs to be banned before we have a bunch of freaks walking the earth.,"[0, 1, 1, 1, 1, 0, 0, 1]"
A24115,W024,we need to do away with intellectual property rights so it doesn't slow down innovation,"[1, 0, 1, 0, 0, 0, 1, 1]"
A24133,W024,Libertarianism would cause chaos in a large country as there would be no set rules and regulations.,"[0, 0, 1, 1, 0, 0, 0, 1]"
A24134,W024,the three-strikes law is good at keeping criminals off of the streets,"[0, 0, 1, 1, 0, 1, 0, 0]"
A24135,W024,orphanages cannot give kids the personal care that foster parents can.,"[1, 0, 0, 0, 1, 0, 0, 0]"
A24143,W024,"social media brings more good than harm because it connects people who have similar interests, but are far away from each other - even in different countries.","[1, 0, 0, 0, 0, 0, 0, 0]"
A24148,W024,it could lead to donors trying to influence the content,"[0, 0, 0, 0, 0, 0, 0, 1]"
A24150,W024,we should allow scientists to continue to try to clone humans.  just as medical treatments have progressed in the world who can predict what types of improvements in ending disease could occur.,"[1, 1, 0, 0, 0, 0, 0, 0]"
A24156,W024,social media helps to enable bullying.,"[0, 0, 1, 1, 0, 0, 0, 0]"
